star_id,Fe,Fe_err,C,C_err,O,O_err,raj2000,raj2000_err,decj2000,decj2000_err,x_pos,x_pos_err,y_pos,y_pos_err,z_pos,z_pos_err,dist,dist_err,disk,sptype,vmag,vmag_err,bv,bv_err,u_vel,u_vel_err,v_vel,v_vel_err,w_vel,w_vel_err,teff,teff_err,logg,logg_err,mass,mass_err,rad,rad_err,
ATO J103.3726+16.9164 ,0.42 ,0.04 ,,,,,103.37273197 ,-5.2e-09/5.2e-09 ,16.91663265 ,-4.44e-09/4.44e-09 ,-16.496 ,,69.391 ,,21.693 ,,74.55 ,-0.122/0.135 ,N/A ,M2.4 ,,,,,,,,,,,3534.0 ,-3.54/3.84 ,4.77 ,-0.00689/0.00689 ,0.47 ,-0.0203/0.0203 ,0.47 ,-0.0139/0.0139 ,
ATO J107.2740+21.7086 ,-1.58 ,0.04 ,-0.98 ,0.09 ,,,107.27406725 ,-3.77e-09/3.77e-09 ,21.70870372 ,-3.86e-09/3.86e-09 ,-79.250 ,,254.849 ,,106.254 ,,287.26 ,-1.55/1.42 ,N/A ,,,,,,,,,,,,5617.3 ,-4.76/4.49 ,4.42 ,-0.0958/0.0958 ,0.86 ,-0.106/0.106 ,0.95 ,-0.0695/0.0695 ,
ATO J111.4231+49.8040 ,-0.09 ,0.04 ,-0.68 ,0.09 ,,,111.42318047 ,-6.55e-09/6.55e-09 ,49.80406020 ,-5.3e-09/5.3e-09 ,-70.292 ,,179.150 ,,227.762 ,,298.18 ,-2.71/3.25 ,N/A ,,,,,,,,,,,,5601.0 ,-13.7/21.7 ,4.59 ,-0.0756/0.0756 ,0.97 ,-0.124/0.124 ,0.83 ,-0.0413/0.0413 ,
ATO J111.7832+43.8827 ,-0.90 ,0.04 ,-0.52 ,0.09 ,,,111.78329382 ,-9.74e-09/9.74e-09 ,43.88274941 ,-6.83e-09/6.83e-09 ,-45.023 ,,112.661 ,,116.682 ,,168.33 ,-0.807/0.798 ,N/A ,,,,,,,,,,,,4969.2 ,-6.83/6.61 ,4.55 ,-0.0898/0.0898 ,0.74 ,-0.0866/0.0866 ,0.76 ,-0.051/0.051 ,
ATO J145.5385+33.7771 ,-0.10 ,0.04 ,,,,,145.53846608 ,-4.66e-09/4.66e-09 ,33.77700254 ,-3.2e-09/3.2e-09 ,-39.425 ,,27.057 ,,31.983 ,,57.53 ,-0.21/0.211 ,N/A ,M3 ,,,,,,,,,,,3643.0 ,-287.0/384.0 ,4.83 ,-0.0033/0.0033 ,0.39 ,-0.0203/0.0203 ,0.40 ,-0.0119/0.0119 ,
ATO J173.8302-34.5028 ,-0.62 ,0.04 ,-1.18 ,0.09 ,,,173.83033913 ,-2.22e-09/2.22e-09 ,-34.50271028 ,-2.01e-09/2.01e-09 ,-152.178 ,,16.450 ,,-105.209 ,,185.74 ,-0.935/1.035 ,N/A ,,,,,,,,,,,,4674.3 ,-43.8/76.5 ,4.31 ,-0.0983/0.0983 ,0.71 ,-0.0814/0.0814 ,0.98 ,-0.0787/0.0787 ,
ATO J194.9983-08.4881 ,-1.20 ,0.04 ,-0.83 ,0.09 ,,,194.99842827 ,-3.81e-09/3.81e-09 ,-8.48811062 ,-2.96e-09/2.96e-09 ,-442.395 ,,-118.526 ,,-68.351 ,,463.07 ,-5.77/4.11 ,N/A ,,,,,,,,,,,,5269.9 ,-12.8/13.2 ,3.94 ,-0.0905/0.0905 ,0.91 ,-0.112/0.112 ,1.69 ,-0.111/0.111 ,
ATO J195.8801+33.0282 ,0.02 ,0.04 ,,,,,195.88023705 ,-3.81e-09/3.81e-09 ,33.02827792 ,-2.27e-09/2.27e-09 ,-63.271 ,,-18.000 ,,42.765 ,,78.46 ,-0.253/0.255 ,N/A ,,,,,,,,,,,,3422.2 ,-43.2/529.5 ,4.79 ,-0.00558/0.00558 ,0.44 ,-0.0203/0.0203 ,0.44 ,-0.0131/0.0131 ,
ATO J203.9518+31.4242 ,-0.31 ,0.04 ,,,,,203.95205545 ,-4.55e-09/4.55e-09 ,31.42410465 ,-3.52e-09/3.52e-09 ,-44.586 ,,-19.806 ,,29.808 ,,57.17 ,,N/A ,M2 ,,,,,,,,,,,3371.0 ,-157.0/157.0 ,4.88 ,-0.000933/0.000933 ,0.33 ,-0.0203/0.0203 ,0.34 ,-0.0103/0.0103 ,
ATO J290.0209+38.6363 ,0.13 ,0.04 ,0.12 ,0.09 ,0.27 ,0.09 ,290.02091123 ,-3.23e-09/3.23e-09 ,38.63636939 ,-3.78e-09/3.78e-09 ,92.511 ,,-253.885 ,,215.990 ,,345.93 ,-1.92/2.04 ,N/A ,,,,,,,,,,,,5490.0 ,,4.27 ,,1.00 ,-0.124/0.124 ,0.88 ,-0.0385/0.0385 ,
ATO J357.0285-00.6397 ,-0.34 ,0.04 ,,,,,357.02873005 ,-7.06e-09/7.06e-09 ,-0.63982267 ,-5.94e-09/5.94e-09 ,88.189 ,,-4.577 ,,-0.986 ,,88.31 ,-0.206/0.218 ,N/A ,M3.7 ,,,,,,,,,,,3452.5 ,-1.85/1.6 ,4.85 ,-0.00227/0.00227 ,0.37 ,-0.0204/0.0204 ,0.38 ,-0.0115/0.0115 ,
BD+00   133 ,0.10 ,0.04 ,,,,,13.11584874 ,-3.94e-09/3.94e-09 ,1.09901526 ,-2.07e-09/2.07e-09 ,71.126 ,,16.572 ,,1.401 ,,73.05 ,-0.113/0.319 ,N/A ,G3 ,,,,,,,,,,,5444.8 ,-8.89/17.41 ,4.47 ,-0.0833/0.0833 ,0.96 ,-0.125/0.125 ,0.95 ,-0.0504/0.0504 ,
BD+00   170 ,0.07 ,0.04 ,,,,,15.80765045 ,-3.92e-09/3.92e-09 ,1.04823775 ,-3.07e-09/3.07e-09 ,83.067 ,,23.517 ,,1.580 ,,86.35 ,-0.169/0.171 ,N/A ,,,,,,,,,,,,5779.4 ,-23.5/20.4 ,4.46 ,-0.0722/0.0722 ,1.01 ,-0.126/0.126 ,0.98 ,-0.0411/0.0411 ,
BD+00   316 ,0.35 ,0.1 ,0.36 ,0.09 ,0.42 ,0.09 ,29.26334978 ,-6.28e-09/6.28e-09 ,0.75885418 ,-5e-09/5e-09 ,306.502 ,,171.743 ,,4.654 ,,351.37 ,-3.33/3.35 ,N/A ,G2 ,10.56 ,,,,,,,,,,6180.0 ,,4.15 ,,0.76 ,-0.27/0.27 ,1.82 ,-0.19/0.19 ,
BD+00   387 ,-0.31 ,0.04 ,,,,,35.19197122 ,-5.04e-09/5.04e-09 ,1.40274610 ,-4.39e-09/4.39e-09 ,67.717 ,,47.755 ,,2.029 ,,82.89 ,-0.276/0.176 ,N/A ,G2 ,,,,,,,,,,,5726.8 ,-2.46/4.71 ,4.56 ,-0.0805/0.0805 ,1.05 ,-0.136/0.136 ,0.89 ,-0.0444/0.0444 ,
BD+00   444 ,-0.01 ,0.04 ,,,,,40.17863811 ,-4.92e-09/4.92e-09 ,1.19867786 ,-4.75e-09/4.75e-09 ,18.290 ,,15.445 ,,0.501 ,,23.94 ,-0.0641/0.0524 ,thin ,K7V ,9.51 ,,1.185 ,,-76.50 ,,6.10 ,,-31.70 ,,4295.0 ,,4.70 ,,0.66 ,-0.0789/0.0789 ,0.73 ,-0.0713/0.0713 ,
BD+00   545 ,-0.09 ,0.04 ,,,,,48.70134874 ,-5.03e-09/5.03e-09 ,0.81447809 ,-4.96e-09/4.96e-09 ,61.333 ,,69.818 ,,1.321 ,,92.94 ,-0.227/0.234 ,N/A ,,,,,,,,,,,,5693.9 ,-19.7/22.5 ,4.46 ,-0.0811/0.0811 ,0.99 ,-0.126/0.126 ,0.97 ,-0.0503/0.0503 ,
BD+00   549 ,-0.78 ,0.08 ,,,-0.30 ,0.28 ,48.76982464 ,-3.89e-09/3.89e-09 ,1.03755393 ,-3.99e-09/3.99e-09 ,50.793 ,,57.958 ,,1.396 ,,77.08 ,-0.178/0.193 ,thick ,G5 ,10.23 ,,0.674 ,,-153.10 ,,-56.00 ,,26.80 ,,5518.0 ,,4.64 ,,0.93 ,-0.119/0.119 ,0.77 ,-0.0465/0.0465 ,
BD+00   549B ,-0.96 ,0.04 ,-0.84 ,0.02 ,-0.51 ,0.02 ,48.75384542 ,-3.87e-09/3.87e-09 ,1.05227397 ,-4.28e-09/4.28e-09 ,51.330 ,,58.539 ,,1.430 ,,77.87 ,-0.167/0.157 ,N/A ,M1.0 ,,,,,,,,,,,3715.1 ,-13.82/9.22 ,4.84 ,-0.00258/0.00258 ,0.38 ,-0.0203/0.0203 ,0.39 ,-0.0116/0.0116 ,
BD+00  2058A ,-1.26 ,0.08 ,-1.23 ,0.09 ,-0.80 ,0.08 ,115.93319482 ,-4.87e-09/4.87e-09 ,-0.06693716 ,-3.48e-09/3.48e-09 ,-77.853 ,,160.097 ,,-0.208 ,,178.02 ,-0.657/0.681 ,N/A ,sdF ,10.20 ,,0.536 ,,,,,,,,6044.0 ,,4.03 ,,1.21 ,-0.175/0.175 ,1.29 ,-0.0565/0.0565 ,
BD+00  2058B ,-1.30 ,0.03 ,-1.21 ,0.09 ,,,115.93368573 ,-1.04e-08/1.04e-08 ,-0.06369641 ,-9e-09/9e-09 ,-76.502 ,,157.315 ,,-0.194 ,,174.93 ,-4.07/4.27 ,N/A ,sdF: ,11.25 ,,0.540 ,,,,,,,,5936.0 ,,4.25 ,,1.15 ,-0.155/0.155 ,0.82 ,-0.0425/0.0425 ,
BD+00  2245 ,-1.04 ,0.03 ,,,-0.46 ,0.09 ,124.24073106 ,-3.65e-09/3.65e-09 ,0.01766484 ,-2.97e-09/2.97e-09 ,-82.971 ,,121.902 ,,0.045 ,,147.46 ,-17.05/1.42 ,N/A ,G0 ,,,,,,,,,,,5425.0 ,,4.25 ,,0.94 ,-0.118/0.118 ,1.90 ,-0.0921/0.0921 ,
BD+00  2627 ,-0.45 ,0.13 ,,,0.13 ,0.14 ,153.12447431 ,-1.09e-07/1.09e-07 ,-0.63710199 ,-8.25e-08/8.25e-08 ,-93.885 ,,47.580 ,,-1.170 ,,105.26 ,-6.27/22.49 ,thick ,G: ,10.18 ,,0.679 ,,85.90 ,,-104.10 ,,34.20 ,,5535.0 ,,4.64 ,,0.99 ,-0.127/0.127 ,0.96 ,-0.0501/0.0501 ,
BD+00  2717 ,0.31 ,0.04 ,0.32 ,0.09 ,,,164.26685467 ,-4.05e-09/4.05e-09 ,-0.22024634 ,-3.14e-09/3.14e-09 ,-132.392 ,,37.296 ,,-0.529 ,,137.55 ,-0.297/0.289 ,N/A ,F9 ,,,,,,,,,,,5740.7 ,-11.4/12.7 ,4.19 ,-0.0737/0.0737 ,1.04 ,-0.131/0.131 ,1.36 ,-0.0579/0.0579 ,
BD+00  3088 ,-0.10 ,0.18 ,-0.10 ,0.05 ,-0.12 ,0.02 ,205.45429215 ,-4.99e-09/4.99e-09 ,-0.12806465 ,-3.49e-09/3.49e-09 ,-223.077 ,,-106.184 ,,-0.552 ,,247.06 ,-3.43/2.06 ,N/A ,,10.41 ,,,,,,,,,,6296.0 ,,4.37 ,,1.21 ,-0.032/0.032 ,1.83 ,-0.081/0.091 ,
BD+00  4050 ,-0.20 ,0.04 ,,,,,283.72171630 ,-4.59e-09/4.59e-09 ,0.86300506 ,-4.89e-09/4.89e-09 ,5.896 ,,-24.148 ,,0.374 ,,24.86 ,-0.0407/0.0408 ,N/A ,M0.0V ,,,,,,,,,,,4046.9 ,-123.8/65.1 ,4.64 ,-0.0112/0.0112 ,0.60 ,-0.0203/0.0203 ,0.61 ,-0.0183/0.0183 ,
BD+00  4241 ,-0.34 ,0.04 ,,,,,293.15798730 ,-4.33e-09/4.33e-09 ,0.57751661 ,-3.68e-09/3.68e-09 ,8.684 ,,-20.304 ,,0.223 ,,22.08 ,-0.0249/0.025 ,thin ,M0.5V ,10.41 ,,1.406 ,,-47.70 ,,-20.80 ,,-11.90 ,,3638.0 ,,4.66 ,-0.0108/0.0108 ,0.58 ,-0.0203/0.0203 ,0.60 ,-0.0178/0.0178 ,
BD+00  4470 ,-1.52 ,0.04 ,,,,,304.39624790 ,-1.45e-08/1.45e-08 ,0.95839859 ,-1.28e-08/1.28e-08 ,127.206 ,,-185.806 ,,3.767 ,,225.21 ,-3.89/4.03 ,N/A ,,10.44 ,,,,,,,,,,6317.0 ,,4.72 ,,1.06 ,-0.133/0.133 ,1.57 ,-0.0725/0.0725 ,
BD+01   316 ,0.34 ,0.04 ,0.31 ,0.09 ,0.04 ,0.09 ,26.63273997 ,-1.9e-08/1.9e-08 ,2.70056391 ,-1.63e-08/1.63e-08 ,165.500 ,,82.995 ,,8.733 ,,185.35 ,-4.18/5.64 ,N/A ,F7 ,,,,,,,,,,,6220.3 ,-53.7/46.9 ,3.97 ,-0.0824/0.0824 ,1.23 ,-0.177/0.177 ,1.89 ,-0.0944/0.0944 ,
BD+01  2063 ,-0.22 ,0.06 ,-0.13 ,0.09 ,-0.12 ,0.03 ,124.82938064 ,-5.48e-09/5.48e-09 ,1.33886284 ,-4.49e-09/4.49e-09 ,-12.818 ,,18.423 ,,0.525 ,,22.45 ,-0.204/0.916 ,thin ,K1V ,8.35 ,,0.901 ,,-26.00 ,,-18.90 ,,-7.80 ,,4978.0 ,,4.40 ,,0.79 ,-0.0993/0.0993 ,0.71 ,-0.0536/0.0536 ,
BD+01  2447 ,-0.12 ,0.03 ,,,,,157.23146368 ,-5.49e-09/5.49e-09 ,0.84099970 ,-4.18e-09/4.18e-09 ,-6.484 ,,2.722 ,,0.103 ,,7.03 ,-0.0127/0.0029 ,thin ,dM2 ,9.65 ,,1.507 ,,-7.30 ,,-28.20 ,,-15.30 ,,3500.0 ,,5.00 ,,0.43 ,-0.017/0.017 ,0.43 ,-0.013/0.013 ,
BD+01  2494 ,0.27 ,0.04 ,0.27 ,0.09 ,0.07 ,0.09 ,163.03241398 ,-4.2e-09/4.2e-09 ,0.49335597 ,-3.83e-09/3.83e-09 ,-203.988 ,,62.239 ,,1.836 ,,213.28 ,-1.94/1.98 ,N/A ,G7IV-V ,,,,,,,,,,,5288.0 ,-107.0/154.0 ,3.94 ,-0.0806/0.0806 ,1.27 ,-0.041/0.043 ,1.64 ,-0.055/0.058 ,
BD+01  2535 ,-0.54 ,0.04 ,,,,,4.37956737 ,,0.23883761 ,,25.216 ,,1.931 ,,0.105 ,,25.29 ,,thin ,K6V ,10.29 ,,1.424 ,,-38.30 ,,-64.50 ,,14.40 ,,4117.2 ,-73.3/91.8 ,4.58 ,-0.0207/0.0207 ,0.66 ,-0.0256/0.0256 ,0.69 ,-0.0299/0.0299 ,
BD+01  3597 ,-1.94 ,0.14 ,,,-1.47 ,0.09 ,271.98581799 ,-3.95e-09/3.95e-09 ,1.87575051 ,-3.86e-09/3.86e-09 ,8.478 ,,-244.502 ,,8.012 ,,244.78 ,-1.63/1.28 ,N/A ,sdF5 ,11.09 ,,0.454 ,,,,,,,,6289.0 ,,4.49 ,-0.0906/0.0906 ,1.32 ,-0.209/0.209 ,1.09 ,-0.059/0.059 ,
BD+02   305A ,-0.47 ,0.04 ,,,,,29.80158517 ,-6.73e-09/6.73e-09 ,3.51923807 ,-4.4e-09/4.4e-09 ,20.765 ,,11.893 ,,1.472 ,,23.98 ,-0.285/0.596 ,N/A ,M1V ,,,,,,,,,,,3667.3 ,-32.0/12.6 ,4.67 ,-0.0106/0.0106 ,0.57 ,-0.0204/0.0204 ,0.58 ,-0.0174/0.0174 ,
BD+02   348 ,-0.05 ,0.26 ,,,,,33.08744750 ,-6.46e-09/6.46e-09 ,3.57562010 ,-5.11e-09/5.11e-09 ,8.781 ,,5.721 ,,0.655 ,,10.50 ,-0.0057/0.0059 ,thick ,M1V ,10.04 ,,1.431 ,,103.80 ,,-12.00 ,,-70.70 ,,3619.6 ,-1.144/0.493 ,4.78 ,-0.00601/0.00601 ,0.45 ,-0.0203/0.0203 ,0.45 ,-0.0133/0.0133 ,
BD+02  1729 ,-0.10 ,0.3 ,,,,,114.84599555 ,-4.49e-09/4.49e-09 ,2.18366493 ,-3.53e-09/3.53e-09 ,-6.320 ,,13.648 ,,0.573 ,,15.05 ,-0.0124/0.0124 ,thin ,M0.0V ,9.66 ,,1.379 ,,-12.50 ,,-22.20 ,,-12.40 ,,3910.0 ,-127.0/103.0 ,4.64 ,-0.011/0.011 ,0.60 ,-0.0202/0.0202 ,0.61 ,-0.0182/0.0182 ,
BD+02  1766 ,-0.22 ,0.26 ,,,-0.36 ,0.09 ,116.25491663 ,-4.13e-09/4.13e-09 ,2.13738472 ,-2.85e-09/2.85e-09 ,-11.759 ,,23.840 ,,0.992 ,,26.60 ,-0.072/0.2139 ,thin ,K7V ,10.19 ,,1.349 ,,42.60 ,,-2.30 ,,-12.30 ,,3912.0 ,-10.1/30.1 ,4.46 ,-0.115/0.115 ,0.62 ,-0.0792/0.0792 ,0.77 ,-0.0736/0.0736 ,
BD+02  2056 ,-0.01 ,0.04 ,0.04 ,0.09 ,,,131.10709646 ,-3.45e-09/3.45e-09 ,1.86002930 ,-2.14e-09/2.14e-09 ,-65.615 ,,75.197 ,,3.241 ,,99.85 ,-0.234/0.182 ,N/A ,K1 ,,,,,,,,,,,5283.7 ,-9.37/7.49 ,4.54 ,-0.0759/0.0759 ,0.84 ,-0.037/0.037 ,0.75 ,-0.015/0.015 ,
BD+02  2098 ,-0.13 ,0.04 ,,,,,133.78175719 ,-3.96e-09/3.96e-09 ,1.54650421 ,-2.13e-09/2.13e-09 ,-14.171 ,,14.787 ,,0.553 ,,20.49 ,-0.0479/0.0684 ,thick ,M0V ,9.99 ,,1.372 ,,48.30 ,,-75.20 ,,-40.10 ,,3887.8 ,-18.71/8.77 ,4.61 ,-0.0119/0.0119 ,0.69 ,-0.05/0.05 ,0.65 ,-0.0195/0.0195 ,
BD+02  2413 ,0.06 ,0.04 ,-0.01 ,0.09 ,-0.03 ,0.09 ,170.06147065 ,-4.26e-09/4.26e-09 ,1.64696222 ,-4.22e-09/4.22e-09 ,-86.257 ,,15.114 ,,2.518 ,,87.61 ,-0.139/0.146 ,thin ,G0 ,9.15 ,,0.599 ,,16.10 ,,6.50 ,,-9.50 ,,5979.1 ,-1.86/2.07 ,4.41 ,-0.0828/0.0828 ,1.12 ,-0.147/0.147 ,1.09 ,-0.054/0.054 ,
BD+02  2541 ,-0.88 ,0.02 ,,,,,186.74942287 ,-5.13e-09/5.13e-09 ,1.56622259 ,-4.01e-09/4.01e-09 ,-79.143 ,,-9.366 ,,2.179 ,,79.72 ,-0.243/0.329 ,thick ,G3 ,10.48 ,,0.706 ,,97.20 ,,-150.20 ,,84.80 ,,5263.0 ,,4.54 ,,0.90 ,-0.112/0.112 ,0.76 ,-0.0388/0.0388 ,
BD+02  3375 ,-2.22 ,0.24 ,-1.82 ,0.09 ,-1.53 ,0.08 ,264.93997861 ,-3.4e-09/3.4e-09 ,2.41655745 ,-2.86e-09/2.86e-09 ,-8.917 ,,-100.709 ,,4.267 ,,101.19 ,-0.797/0.887 ,thick ,A5 ,9.92 ,,0.458 ,,-365.10 ,,-247.50 ,,69.90 ,,5977.0 ,,3.96 ,,1.10 ,-0.14/0.14 ,0.99 ,-0.078/0.078 ,
BD+02  4651 ,-1.74 ,0.41 ,-1.59 ,0.09 ,-1.10 ,0.14 ,349.91854183 ,-5.15e-09/5.15e-09 ,3.37130409 ,-3.92e-09/3.92e-09 ,175.125 ,,-31.136 ,,10.478 ,,178.18 ,-1.41/1.05 ,N/A ,sdF6 ,10.21 ,,0.456 ,,,,,,,,6000.0 ,,3.80 ,,1.17 ,-0.161/0.161 ,1.39 ,-0.0574/0.0574 ,
BD+03   580 ,-0.31 ,0.04 ,,,0.09 ,0.09 ,64.16943976 ,-4.48e-09/4.48e-09 ,3.69890000 ,-3.06e-09/3.06e-09 ,58.586 ,,121.027 ,,8.693 ,,134.74 ,-0.86/4.915 ,thick ,G2 ,9.91 ,,0.783 ,,-122.50 ,,-22.90 ,,-75.10 ,,5882.1 ,-18.7/15.4 ,4.15 ,-0.0816/0.0816 ,1.02 ,-0.125/0.125 ,1.40 ,-0.088/0.088 ,
BD+03   740 ,-2.84 ,0.26 ,,,-2.32 ,0.09 ,75.31926100 ,-5.62e-09/5.62e-09 ,4.11028380 ,-3.25e-09/3.25e-09 ,42.753 ,,163.188 ,,12.123 ,,169.13 ,-4.53/3.0 ,N/A ,sdF0 ,9.79 ,,0.413 ,,,,,,,,6060.0 ,,3.50 ,,1.19 ,-0.161/0.161 ,1.51 ,-0.081/0.081 ,
BD+03  2111 ,0.08 ,0.04 ,,,,,134.80751336 ,-3.51e-09/3.51e-09 ,2.61543714 ,-1.84e-09/1.84e-09 ,-66.886 ,,67.337 ,,4.335 ,,95.01 ,-0.156/0.178 ,N/A ,F9 ,,,,,,,,,,,5713.2 ,-4.19/6.81 ,4.40 ,-0.0795/0.0795 ,1.04 ,-0.124/0.124 ,1.07 ,-0.0573/0.0573 ,
BD+03  3603 ,-0.14 ,0.04 ,,,0.14 ,0.09 ,272.12938798 ,-3.95e-08/3.95e-08 ,3.40620861 ,-3.9e-08/3.9e-08 ,3.286 ,,-88.382 ,,5.264 ,,88.60 ,-2.13/10.87 ,N/A ,K0 ,9.57 ,,,,,,,,,,5539.0 ,,4.78 ,,0.97 ,-0.123/0.123 ,1.07 ,-0.0443/0.0443 ,
BD+04   302 ,-2.17 ,0.04 ,,,-1.40 ,0.09 ,25.88224312 ,-6.3e-09/6.3e-09 ,4.85851609 ,-5.4e-09/5.4e-09 ,160.540 ,,77.893 ,,15.167 ,,179.08 ,-0.937/0.999 ,N/A ,,,,,,,,,,,,6454.5 ,-8.88/10.28 ,4.50 ,-0.0893/0.0893 ,1.32 ,-0.209/0.209 ,1.07 ,-0.0456/0.0456 ,
BD+04   568 ,0.02 ,0.04 ,-0.01 ,0.09 ,,,55.02997088 ,-3.99e-09/3.99e-09 ,4.63033865 ,-3.38e-09/3.38e-09 ,79.128 ,,113.132 ,,11.181 ,,138.51 ,-0.32/0.325 ,N/A ,G0 ,10.04 ,,0.643 ,,,,,,,,5748.6 ,-17.9/19.7 ,4.31 ,-0.0881/0.0881 ,1.14 ,-0.168/0.168 ,1.24 ,-0.0594/0.0594 ,
BD+04   701A ,0.01 ,0.04 ,,,,,67.55231055 ,-3.3e-09/3.3e-09 ,5.29846953 ,-1.91e-09/1.91e-09 ,76.911 ,,186.160 ,,18.680 ,,202.29 ,-0.624/0.63 ,N/A ,F8 ,10.56 ,,0.600 ,,,,,,,,6200.0 ,,4.10 ,,1.19 ,-0.174/0.174 ,1.56 ,-0.0987/0.0987 ,
BD+04   701B ,-0.38 ,0.04 ,,,,,67.55115337 ,-4.23e-09/4.23e-09 ,5.29886234 ,-2.57e-09/2.57e-09 ,77.458 ,,187.474 ,,18.813 ,,203.72 ,-0.775/0.799 ,N/A ,F5 ,10.67 ,,,,,,,,,,5642.0 ,,4.50 ,,1.23 ,-0.2/0.2 ,1.38 ,-0.065/0.065 ,
BD+04   810 ,0.14 ,0.14 ,0.03 ,0.09 ,0.01 ,0.09 ,75.20369364 ,-3.57e-09/3.57e-09 ,4.73311176 ,-1.94e-09/1.94e-09 ,13.217 ,,50.036 ,,4.285 ,,51.93 ,-0.0872/0.0571 ,thin ,K2 ,9.74 ,,0.957 ,,-42.70 ,,-19.30 ,,0.10 ,,5043.0 ,,4.60 ,,0.78 ,-0.0941/0.0941 ,0.88 ,-0.0609/0.0609 ,
BD+04  2263a ,-0.07 ,0.04 ,,,,,148.90747004 ,-4.67e-09/4.67e-09 ,3.82965031 ,-4.04e-09/4.04e-09 ,-84.981 ,,51.249 ,,6.643 ,,99.46 ,-0.209/0.294 ,N/A ,G8 ,,,,,,,,,,,5484.7 ,-12.5/17.3 ,4.54 ,-0.0751/0.0751 ,0.99 ,-0.116/0.116 ,0.89 ,-0.044/0.044 ,
BD+04  2289 ,-0.16 ,0.04 ,,,,,151.55745840 ,-5.63e-09/5.63e-09 ,3.94657244 ,-5.94e-09/5.94e-09 ,-81.395 ,,44.088 ,,6.386 ,,92.79 ,-0.16/0.165 ,N/A ,G2 ,,,,,,,,,,,5798.1 ,-3.22/6.58 ,4.54 ,-0.0736/0.0736 ,1.09 ,-0.14/0.14 ,0.93 ,-0.0364/0.0364 ,
BD+04  2470 ,-0.21 ,0.04 ,,,,,171.91071462 ,-6.82e-09/6.82e-09 ,3.97662990 ,-5.01e-09/5.01e-09 ,-28.276 ,,4.019 ,,1.985 ,,28.63 ,-0.0424/0.0426 ,thin ,M0.0V ,10.65 ,,1.400 ,,-10.70 ,,-1.50 ,,-5.80 ,,4003.0 ,-60.9/135.0 ,4.60 ,-0.0121/0.0121 ,0.64 ,-0.0203/0.0203 ,0.67 ,-0.0199/0.0199 ,
BD+04  2499 ,0.13 ,0.04 ,,,,,173.94749017 ,-4.58e-09/4.58e-09 ,3.56682763 ,-4.19e-09/4.19e-09 ,-72.310 ,,7.667 ,,4.533 ,,72.86 ,-0.176/0.151 ,N/A ,,,,,,,,,,,,4941.2 ,-10.53/6.51 ,4.65 ,-0.0902/0.0902 ,0.85 ,-0.102/0.102 ,0.72 ,-0.0489/0.0489 ,
BD+04  3576 ,-0.49 ,0.04 ,,,,,270.66237528 ,-3.13e-09/3.13e-09 ,4.48058309 ,-3.11e-09/3.11e-09 ,1.133 ,,-97.988 ,,7.679 ,,98.30 ,-0.205/0.397 ,N/A ,G5 ,10.69 ,,0.712 ,,,,,,,,5371.0 ,,4.59 ,,0.93 ,-0.111/0.111 ,0.79 ,-0.0368/0.0368 ,
BD+04  4551 ,-1.45 ,0.22 ,,,-0.95 ,0.09 ,312.21135310 ,-3.68e-09/3.68e-09 ,5.19967157 ,-2.2e-09/2.2e-09 ,68.459 ,,-75.470 ,,9.272 ,,102.31 ,-0.235/0.43 ,N/A ,F7V: ,9.69 ,,0.541 ,,,,,,,,5892.0 ,,4.14 ,,1.04 ,-0.129/0.129 ,1.10 ,-0.0494/0.0494 ,
BD+05   127 ,-0.54 ,0.04 ,,,,,14.43563197 ,-5.53e-09/5.53e-09 ,5.85572693 ,-3.35e-09/3.35e-09 ,17.137 ,,4.411 ,,1.815 ,,17.79 ,-0.0218/0.0218 ,N/A ,M0.0V ,,,,,,,,,,,4066.0 ,-153.0/107.0 ,4.70 ,-0.00937/0.00937 ,0.54 ,-0.0202/0.0202 ,0.54 ,-0.0161/0.0161 ,
BD+05   653 ,0.01 ,0.04 ,-0.07 ,0.09 ,,,66.53675932 ,-3.63e-09/3.63e-09 ,6.05453503 ,-2.72e-09/2.72e-09 ,38.097 ,,87.772 ,,10.149 ,,96.22 ,-0.222/0.198 ,N/A ,G2 ,9.53 ,,0.642 ,,,,,,,,5914.2 ,-37.4/80.9 ,4.47 ,-0.0827/0.0827 ,1.11 ,-0.148/0.148 ,1.02 ,-0.0514/0.0514 ,
BD+05  2767 ,-0.11 ,0.04 ,,,,,203.58959142 ,-4.99e-09/4.99e-09 ,4.66740049 ,-3.12e-09/3.12e-09 ,-18.658 ,,-8.147 ,,1.662 ,,20.43 ,-0.0304/0.0305 ,thin ,K5V ,9.95 ,,1.385 ,,23.80 ,,-3.40 ,,6.20 ,,4077.8 ,-80.3/130.6 ,4.61 ,-0.0118/0.0118 ,0.63 ,-0.0203/0.0203 ,0.65 ,-0.0193/0.0193 ,
BD+05  3409 ,-0.19 ,0.04 ,,,,,262.59470125 ,-3.23e-09/3.23e-09 ,5.54851818 ,-2.77e-09/2.77e-09 ,-1.297 ,,-9.976 ,,0.977 ,,10.11 ,-0.0054/0.0134 ,thin ,M1.0V ,9.43 ,,1.461 ,,-3.50 ,,-13.20 ,,-10.50 ,,3740.0 ,,4.70 ,-0.00975/0.00975 ,0.54 ,-0.0205/0.0205 ,0.54 ,-0.0164/0.0164 ,
